date,open,high,low,close,volume
2022-11-01,20493.69,20689.08,20351.55,20496.29,2638.40603
2022-11-02,20498.13,20822.44,20073.84,20156.15,4675.64694
2022-11-03,20157.24,20387.83,20036.96,20217.31,3641.24569
2022-11-04,20215.23,21306.8,20187.42,21172.12,5439.30251
2022-11-05,21175.96,21484.6,21111.17,21333.12,1721.42502
2022-11-06,21332.72,21392.4,20932.51,20956.84,2305.792
2022-11-07,20963.24,21088.97,20421.27,20615.19,4362.19091
2022-11-08,20611.63,20698.53,17942.53,18630.66,10314.0422
2022-11-09,18621.3,19035.51,15677.91,15988.56,11135.480264
2022-11-10,15986.34,18232.31,15854.03,17633.14,11341.14275
2022-11-11,17630.71,17729.57,16250.93,17143.23,5482.77002
2022-11-12,17145.84,17190.49,16728.86,16930.41,1839.68539
2022-11-13,16930.43,17072.91,16297.01,16351.21,2765.40077
2022-11-14,16351.54,17801.14,15805.81,16610.38,5858.660601
2022-11-15,16606.18,17129.26,16506.85,16885.2,3294.36267
2022-11-16,16878.6,16991.87,16385.78,16649.25,2907.8596
2022-11-17,16658.8,16743.77,16402.52,16678.41,2354.97013
2022-11-18,16688.35,16991.03,16535.13,16688.57,2944.11146
2022-11-19,16688.14,16783.7,16542.67,16663.56,1173.75196
2022-11-20,16661.43,16713.75,16156.1,16261.26,2133.68372
2022-11-21,16263.98,16282.44,15479.25,15755.85,5473.47398
2022-11-22,15762.87,16289.53,15609.11,16217.33,4267.50672
2022-11-23,16222.82,16670.51,16151.85,16596.26,3720.04371
2022-11-24,16592.49,16788.45,16457.0,16586.23,2557.51558
2022-11-25,16591.59,16642.27,16339.86,16501.83,2400.36384
2022-11-26,16502.27,16677.69,16372.13,16440.38,1647.55636
2022-11-27,16434.77,16593.87,16382.39,16415.95,1493.93053
2022-11-28,16418.23,16481.8,15990.84,16206.6,3944.86563
2022-11-29,16208.97,16538.22,16094.76,16446.44,3391.89663
2022-11-30,16441.27,17248.13,16429.4,17170.31,5020.86267
