date,open,high,low,close,volume
2022-06-01,31795.59,31964.09,29336.85,29795.29,2578.76194
2022-06-02,29795.75,30691.71,29589.87,30458.81,2169.20501
2022-06-03,30454.17,30701.12,29278.58,29707.61,2123.51577
2022-06-04,29709.22,30018.56,29504.55,29896.48,753.80546
2022-06-05,29895.29,30441.96,29568.29,29929.67,978.78176
2022-06-06,29935.25,31747.96,29895.63,31370.93,2322.49925
2022-06-07,31374.87,31565.71,29221.55,31101.73,3651.95339
2022-06-08,31106.83,31292.51,29826.47,30203.58,2773.56169
2022-06-09,30205.35,30701.74,29932.76,30091.53,2331.43214
2022-06-10,30088.13,30341.67,28864.37,29091.86,2678.89352
2022-06-11,29089.01,29440.85,28145.99,28442.4,1653.70159
2022-06-12,28449.69,28566.06,26546.62,26576.45,2474.38899
2022-06-13,26559.41,26868.31,21971.22,22525.62,7396.897327
2022-06-14,22504.04,23326.44,20857.54,22119.64,7542.45649
2022-06-15,22150.29,22823.82,20123.69,22591.15,8685.330994
2022-06-16,22600.6,22989.49,20261.36,20434.03,4155.84751
2022-06-17,20436.16,21362.23,20265.9,20495.59,2866.27878
2022-06-18,20495.1,20796.64,17689.13,19058.26,6302.001751
2022-06-19,19057.21,20853.5,18047.48,20608.94,4751.39431
2022-06-20,20612.0,21052.6,19666.29,20551.96,3868.24484
2022-06-21,20558.34,21711.88,20340.35,20719.44,2990.564352
2022-06-22,20724.37,20895.32,19768.8,19977.8,2951.02652
2022-06-23,19980.57,21210.53,19883.53,21095.95,2108.28706
2022-06-24,21101.17,21548.09,20728.21,21229.7,2147.17959
2022-06-25,21243.79,21632.51,20939.14,21512.77,956.4257
2022-06-26,21515.56,21911.01,20968.75,21045.19,1246.35106
2022-06-27,21050.39,21536.61,20504.43,20709.18,2016.99625
2022-06-28,20722.07,21213.18,20193.54,20262.44,1748.34849
2022-06-29,20259.67,20410.98,19856.83,20085.64,1931.49855
2022-06-30,20094.23,20133.33,18645.04,19966.57,2725.94952
