date,open,high,low,close,volume
2022-07-01,19965.88,20869.34,18970.11,19268.01,3072.89277
2022-07-02,19267.77,19462.83,18999.39,19253.97,1047.6391
2022-07-03,19257.11,19655.74,18782.39,19309.79,1303.61309
2022-07-04,19318.37,20326.32,19042.15,20220.85,2014.07667
2022-07-05,20222.1,20714.05,19282.2,20147.63,2459.03218
2022-07-06,20134.5,20650.2,19736.36,20541.18,2091.60246
2022-07-07,20537.38,21842.73,20240.34,21604.92,2239.28422
2022-07-08,21609.77,22424.06,21179.67,21589.04,3260.62935
2022-07-09,21596.08,21969.33,21333.4,21602.29,1661.1618
2022-07-10,21597.37,21609.96,20647.02,20855.23,1748.92196
2022-07-11,20858.22,20858.22,19874.7,19953.92,1788.71452
2022-07-12,19954.35,20051.85,19245.4,19322.14,2540.30598
2022-07-13,19331.12,20308.79,18918.82,20238.68,3116.00149
2022-07-14,20234.48,20880.11,19628.44,20566.75,2167.84937
2022-07-15,20562.04,21194.9,20361.58,20830.9,1762.05809
2022-07-16,20822.56,21580.4,20479.12,21177.6,1226.10465
2022-07-17,21173.17,21660.37,20737.03,20784.76,989.34178
2022-07-18,20780.18,22768.9,20751.19,22432.74,2644.92648
2022-07-19,22445.92,23819.52,21602.54,23400.65,3979.5684
2022-07-20,23397.04,24296.77,22928.6,23226.05,3114.51852
2022-07-21,23214.66,23431.35,22352.29,23157.37,2848.00126
2022-07-22,23161.41,23772.77,22508.46,22720.58,2325.60742
2022-07-23,22713.21,23024.95,21984.78,22474.41,979.37083
2022-07-24,22481.22,23017.72,22278.44,22589.52,896.05669
2022-07-25,22595.72,22668.58,21276.69,21323.81,1831.64939
2022-07-26,21332.35,21365.84,20735.17,21262.14,1600.547
2022-07-27,21266.99,23112.33,21061.68,22948.19,2690.83225
2022-07-28,22956.17,24217.37,22583.98,23844.9,2544.58016
2022-07-29,23856.64,24429.15,23440.91,23782.88,2174.93573
2022-07-30,23789.59,24692.87,23553.6,23691.49,1474.22069
2022-07-31,23691.49,24209.98,23252.98,23334.94,1155.59972
