date,open,high,low,close,volume
2022-08-01,23329.19,23523.85,22875.39,23291.16,1641.28475
2022-08-02,23293.97,23471.96,22641.12,22988.01,1777.32459
2022-08-03,23000.67,23660.31,22709.72,22847.93,1514.18253
2022-08-04,22846.23,23244.38,22515.06,22685.67,1809.79233
2022-08-05,22679.21,23489.29,22641.33,23327.04,1888.76201
2022-08-06,23330.7,23359.96,22923.5,22960.37,502.02314
2022-08-07,22959.91,23430.32,22866.53,23186.63,695.25657
2022-08-08,23187.8,24251.42,23165.83,23845.33,1741.77425
2022-08-09,23851.48,23951.08,22936.61,23183.91,1876.64147
2022-08-10,23183.46,24253.65,22702.72,23982.87,2622.66664
2022-08-11,23991.04,24956.35,23896.95,23983.79,2716.45139
2022-08-12,23995.86,24464.3,23620.79,24403.16,1995.42382
2022-08-13,24408.05,24860.64,24276.58,24463.77,1634.92142
2022-08-14,24466.39,25029.52,24190.46,24334.46,1578.95074
2022-08-15,24340.9,25200.55,23779.04,24097.37,2430.51045
2022-08-16,24089.47,24251.8,23691.5,23859.5,1588.29363
2022-08-17,23869.74,24425.05,23192.17,23356.88,2288.30336
2022-08-18,23358.58,23614.9,23122.64,23198.85,1286.73047
2022-08-19,23200.23,23217.1,20793.05,20838.25,3488.4769
2022-08-20,20844.21,21387.05,20772.0,21155.79,1366.78896
2022-08-21,21153.73,21833.98,21092.78,21556.65,1427.75388
2022-08-22,21548.6,21554.62,20919.53,21391.06,1860.73959
2022-08-23,21395.83,21692.1,20898.79,21527.9,1820.84705
2022-08-24,21533.89,21901.05,21158.26,21378.05,1683.89412
2022-08-25,21383.8,21837.02,21329.22,21562.15,1957.92636
2022-08-26,21564.99,21884.41,20153.54,20278.65,3260.66364
2022-08-27,20280.48,20441.24,19854.21,20074.65,1427.43865
2022-08-28,20067.83,20185.6,19552.06,19587.96,915.52146
2022-08-29,19588.43,20458.42,19584.02,20313.81,1874.75525
2022-08-30,20315.64,20592.02,19568.89,19826.48,2688.27834
2022-08-31,19828.45,20482.51,19818.24,20064.92,2444.01828
