date,open,high,low,close,volume
2022-12-01,17169.38,17297.53,16865.39,16979.21,3289.55095
2022-12-02,16980.3,17121.13,16775.33,17089.87,2688.74616
2022-12-03,17093.69,17171.72,16872.44,16896.3,1369.89675
2022-12-04,16893.12,17212.47,16887.26,17121.11,1741.59661
2022-12-05,17119.49,17426.88,16876.02,16972.94,3249.05248
2022-12-06,16979.05,17113.87,16918.85,17097.28,2621.09504
2022-12-07,17098.12,17141.65,16690.58,16847.58,2617.95276
2022-12-08,16843.87,17299.0,16751.97,17223.41,2850.28553
2022-12-09,17233.03,17359.18,17059.59,17130.48,2135.32114
2022-12-10,17134.73,17224.22,17096.79,17127.32,788.4664
2022-12-11,17125.44,17263.42,17073.02,17090.16,1169.76788
2022-12-12,17089.51,17242.1,16875.47,17208.51,2314.50537
2022-12-13,17206.37,18219.3,17080.4,17764.99,4211.3262
2022-12-14,17773.41,18378.19,17665.56,17802.1,3514.5107
2022-12-15,17803.97,17853.63,17269.15,17353.74,2280.5226
2022-12-16,17353.47,17491.01,16521.49,16639.83,3539.49578
2022-12-17,16635.08,16809.99,16590.22,16789.19,1396.72136
2022-12-18,16789.27,16861.24,16669.64,16732.31,993.19891
2022-12-19,16729.15,16817.34,16283.06,16440.01,2120.28229
2022-12-20,16440.21,17053.34,16393.04,16901.33,2856.78568
2022-12-21,16901.15,16926.41,16731.14,16823.62,1744.42167
2022-12-22,16822.38,16873.8,16565.6,16811.43,1663.02827
2022-12-23,16813.36,16950.57,16762.35,16780.48,1567.59969
2022-12-24,16779.25,16856.47,16777.19,16811.17,500.63341
2022-12-25,16809.24,16831.28,16698.12,16824.83,551.22331
2022-12-26,16842.57,16920.3,16734.35,16866.24,827.43846
2022-12-27,16865.32,16915.65,16599.8,16700.69,1521.42623
2022-12-28,16707.13,16786.06,16443.55,16524.28,1820.09839
2022-12-29,16520.59,16667.27,16470.08,16635.54,1564.64532
2022-12-30,16637.56,16676.09,16342.54,16604.98,1788.7059
2022-12-31,16605.03,16616.62,16434.95,16508.88,989.02399
