date,open,high,low,close,volume
2022-04-01,45557.98,46760.75,44232.14,46363.36,1966.16294
2022-04-02,46360.13,47236.66,45684.32,45868.69,1014.90108
2022-04-03,45866.11,47445.51,45600.97,46455.7,932.14049
2022-04-04,46464.53,46953.48,45163.42,46610.32,1436.14561
2022-04-05,46615.93,47204.41,45422.09,45541.64,1180.75834
2022-04-06,45533.1,45554.19,43172.3,43220.59,1700.19579
2022-04-07,43191.57,43931.86,42839.15,43460.11,1522.09115
2022-04-08,43450.13,43992.3,42188.08,42339.29,1589.56627
2022-04-09,42316.16,42870.75,42209.2,42826.21,506.92694
2022-04-10,42836.39,43366.98,41936.51,42199.45,817.25991
2022-04-11,42196.96,42442.59,39246.29,39533.48,1754.98887
2022-04-12,39552.3,40794.76,39298.67,40112.11,2072.47504
2022-04-13,40117.61,41628.4,39605.97,41186.55,1542.38735
2022-04-14,41196.51,41554.2,39657.47,39986.28,1546.06313
2022-04-15,39986.88,40903.79,39801.78,40659.0,1100.28476
2022-04-16,40658.98,40802.63,40066.55,40444.81,753.46148
2022-04-17,40446.9,40669.57,39625.18,39743.44,861.05891
2022-04-18,39736.14,41269.79,38608.58,40922.4,2130.2056
2022-04-19,40916.93,41810.91,40610.77,41556.46,1914.67857
2022-04-20,41558.53,42254.08,40949.3,41402.43,1917.8505
2022-04-21,41407.07,43002.01,39870.22,40558.55,2114.24672
2022-04-22,40547.13,40840.07,39228.29,39782.14,2001.93844
2022-04-23,39782.14,40044.66,39362.15,39509.75,773.51169
2022-04-24,39509.68,40022.13,39039.74,39491.56,986.13032
2022-04-25,39484.62,40616.86,38258.61,40446.96,2344.63933
2022-04-26,40442.08,40825.74,37728.78,38178.46,2178.25367
2022-04-27,38181.26,39491.49,37910.03,39230.38,2088.95851
2022-04-28,39219.73,40337.8,38860.02,39754.21,2450.61767
2022-04-29,39773.5,39933.79,38053.01,38609.13,2283.10039
2022-04-30,38611.06,38812.73,37684.09,37739.95,973.03894
