date,open,high,low,close,volume
2022-10-01,19429.99,19492.07,19164.5,19328.13,1369.9648
2022-10-02,19325.23,19404.73,18945.9,19071.37,1861.21662
2022-10-03,19071.89,19720.81,18975.07,19628.1,2482.20273
2022-10-04,19633.04,20459.88,19494.01,20349.13,3444.85612
2022-10-05,20343.78,20373.06,19756.27,20159.07,2978.1447
2022-10-06,20156.19,20443.3,19846.15,19957.43,3102.25975
2022-10-07,19963.56,20069.46,19333.26,19542.69,2760.59619
2022-10-08,19536.05,20033.95,19264.78,19440.11,1158.22622
2022-10-09,19430.26,19566.29,19336.51,19444.11,865.71692
2022-10-10,19449.84,19530.31,19049.57,19139.2,1690.07788
2022-10-11,19134.17,19301.88,18872.88,19068.68,1996.16875
2022-10-12,19062.99,19241.2,18982.24,19148.66,1358.34648
2022-10-13,19145.61,19520.27,18214.02,19395.26,4024.83587
2022-10-14,19378.19,19950.97,19078.4,19181.42,2801.64377
2022-10-15,19186.01,19229.31,19003.2,19086.77,644.9528
2022-10-16,19086.77,19437.03,19086.77,19260.03,850.33491
2022-10-17,19258.2,19680.62,19162.2,19562.63,1640.8129
2022-10-18,19569.42,19711.44,19100.93,19341.77,2610.37117
2022-10-19,19340.14,19370.71,19078.07,19130.0,1928.5183
2022-10-20,19130.33,19338.94,18920.31,19052.99,3028.22787
2022-10-21,19050.26,19256.31,18687.95,19176.06,3157.14231
2022-10-22,19176.23,19258.52,19119.39,19207.47,981.52145
2022-10-23,19209.25,19671.64,19089.11,19561.87,1864.70673
2022-10-24,19568.42,19592.54,19174.32,19326.68,3119.57942
2022-10-25,19328.23,20395.64,19244.2,20071.97,4085.98621
2022-10-26,20070.86,21034.36,20039.91,20770.41,4996.06938
2022-10-27,20766.16,20875.77,20215.92,20300.47,4141.52689
2022-10-28,20294.77,20755.42,20044.24,20609.35,3941.47985
2022-10-29,20610.46,21072.31,20569.35,20805.45,2536.67973
2022-10-30,20804.14,20926.13,20528.34,20639.02,1709.17796
2022-10-31,20642.52,20829.42,20235.96,20494.41,3236.23186
