date,open,high,low,close,volume
2025-10-01,114052.4,118605.91,113998.74,118559.12,689.33477
2025-10-02,118559.93,120984.83,118309.86,120506.88,433.64531
2025-10-03,120503.25,123700.82,119125.63,122106.14,512.5451
2025-10-04,122110.09,122707.06,121029.1,122077.58,176.27448
2025-10-05,122077.57,124851.01,121543.26,123001.73,433.97844
2025-10-06,123009.09,125761.31,122701.3,124373.93,560.05961
2025-10-07,124391.53,125123.56,120599.77,121369.27,454.19011
2025-10-08,121363.03,124192.65,121057.57,123313.35,299.9736
2025-10-09,123305.94,123798.36,119737.71,121632.15,419.93153
2025-10-10,121633.45,122572.45,107485.59,114558.93,2122.77436
2025-10-11,114543.66,114790.3,110922.3,112469.12,744.77482
2025-10-12,112469.12,116580.83,111084.06,115247.29,702.35014
2025-10-13,115258.54,116297.79,113821.2,115325.22,416.03034
2025-10-14,115306.76,115549.35,110057.26,113121.5,573.76712
2025-10-15,113135.75,113713.43,110238.73,110814.37,392.17169
2025-10-16,110790.34,112055.75,107511.2,108255.95,602.68325
2025-10-17,108245.39,109293.15,103587.26,106554.76,671.28012
2025-10-18,106554.76,107643.48,106446.85,107326.97,178.48272
2025-10-19,107326.96,109661.39,106189.62,108745.85,280.38469
2025-10-20,108772.69,111737.23,107509.38,110566.48,382.58568
2025-10-21,110566.37,114022.83,107465.65,108342.91,596.98038
2025-10-22,108331.87,109185.5,106485.12,107589.65,492.66169
2025-10-23,107575.53,111334.9,107510.49,110099.42,340.61678
2025-10-24,110102.03,112182.09,109727.77,111016.54,256.83954
2025-10-25,111020.87,111900.6,110676.12,111608.22,148.80982
2025-10-26,111608.23,115255.61,111235.17,114502.75,270.62059
2025-10-27,114505.9,116316.72,113003.04,114080.07,320.68853
2025-10-28,114062.71,116099.0,112267.38,112986.02,251.69935
2025-10-29,112982.14,113685.64,109325.05,110045.77,325.1747
2025-10-30,110040.84,111655.36,106324.93,108341.19,394.10768
2025-10-31,108368.19,111146.6,108325.34,109474.58,337.69947
