date,open,high,low,close,volume
2025-11-01,109480.53,110436.39,109284.06,109916.81,112.86355
2025-11-02,109916.82,111019.55,109379.27,110473.3,186.26249
2025-11-03,110477.3,110671.56,105360.42,106514.23,432.79714
2025-11-04,106503.77,107238.46,98734.02,101496.66,845.05322
2025-11-05,101484.68,104585.5,98979.7,103897.48,426.73198
2025-11-06,103881.58,104251.43,100279.95,101300.72,368.83209
2025-11-07,101296.93,104050.52,99196.55,103243.46,413.55727
2025-11-08,103243.46,103321.55,101401.55,102243.98,168.23146
2025-11-09,102241.75,105419.48,101324.93,104641.01,236.31638
2025-11-10,104733.98,106601.81,104202.15,105939.79,304.15589
2025-11-11,105949.85,107400.61,102446.1,103043.33,304.28696
2025-11-12,103041.57,105374.13,100806.69,101672.37,290.81524
2025-11-13,101664.43,104086.06,97932.19,99675.14,582.60625
2025-11-14,99676.19,99861.18,93942.12,94499.28,720.09563
2025-11-15,94505.18,96719.82,94481.58,95575.86,268.47973
2025-11-16,95582.57,96602.06,92819.18,94117.89,434.57653
2025-11-17,94103.9,95913.14,91115.24,92006.91,528.36081
2025-11-18,92009.47,93754.65,89125.67,92899.61,582.1526
2025-11-19,92885.76,92906.32,88456.14,91474.55,463.04461
2025-11-20,91449.02,93071.96,86023.95,86534.12,604.27726
2025-11-21,86518.09,87391.85,80522.72,85108.96,1043.49885
2025-11-22,85106.85,85608.45,83547.39,84759.01,275.84584
2025-11-23,84762.01,88294.19,84696.87,86857.52,386.19187
2025-11-24,86865.81,89245.1,85225.26,88303.26,503.17539
2025-11-25,88300.95,88513.7,86124.16,87368.29,352.90402
2025-11-26,87381.89,90689.25,86358.03,90515.1,358.28002
2025-11-27,90493.61,91988.88,90106.57,91359.31,322.66542
2025-11-28,91364.04,93150.55,90300.62,90955.98,372.73595
2025-11-29,90957.45,91270.07,90279.53,90906.28,115.77847
2025-11-30,90923.9,92106.44,90379.23,90408.56,148.2581
