date,open,high,low,close,volume
2025-12-01,90383.89,90460.45,83762.32,86295.35,663.02588
2025-12-02,86290.7,92337.21,86181.51,91301.78,498.58203
2025-12-03,91300.19,94177.34,91012.82,93450.14,415.17194
2025-12-04,93430.6,99000.0,90990.23,92409.95,83.96463
2025-12-05,92267.67,92668.25,88228.33,89307.57,0.94147
2025-12-06,89253.49,90160.27,89253.49,89253.49,0.36185
2025-12-07,89342.55,91603.87,87973.88,90350.0,0.71743
2025-12-08,90337.62,92265.69,89641.04,90692.04,0.30383
2025-12-09,90595.13,95738.76,89640.99,92701.44,3.32799
2025-12-10,92534.54,94489.37,91683.89,92001.59,2.00783
2025-12-11,92093.63,93583.0,89373.52,92530.57,0.93299
2025-12-12,92486.79,92672.41,89640.99,90335.84,0.36513
2025-12-13,90421.04,90587.09,89932.08,90250.15,0.12064
2025-12-14,90275.93,90427.71,87767.28,88200.76,0.46783
2025-12-15,88375.66,90030.17,85346.1,86480.75,1.99644
2025-12-16,86423.65,88105.18,85322.71,87846.93,0.4786
2025-12-17,87563.83,90311.1,85346.1,86000.0,0.83904
2025-12-18,86150.53,89259.46,84505.33,85461.37,2.45464
2025-12-19,85471.4,89349.16,85114.12,88211.88,2.97737
2025-12-20,88116.23,88528.3,87508.57,88392.7,1.49191
2025-12-21,88347.93,89024.19,87671.91,88465.74,0.6429
2025-12-22,88739.43,90421.04,87973.88,88540.87,1.42344
2025-12-23,88512.49,88854.44,86750.0,87203.02,1.1868
2025-12-24,87593.59,88018.19,86587.49,87691.1,0.18215
2025-12-25,87607.0,88537.89,86936.26,87204.13,0.39828
2025-12-26,87067.42,89382.47,86655.51,87323.1,0.41595
2025-12-27,87340.53,87846.93,87242.71,87846.93,0.10828
2025-12-28,87747.8,87957.16,87467.19,87648.61,0.10505
2025-12-29,88101.01,90213.27,86716.15,87185.69,2.60807
2025-12-30,87223.95,89279.42,86780.01,88483.16,4.73094
2025-12-31,88355.82,89092.43,86003.41,87552.07,3.14455
