date,open,high,low,close,volume
2025-02-01,102581.55,102929.25,100675.69,101041.09,140.62071
2025-02-02,101031.13,101925.06,96373.21,97881.12,530.42363
2025-02-03,97852.49,102694.65,91274.44,101579.71,1046.90214
2025-02-04,101606.6,101926.6,96218.02,97983.79,420.24738
2025-02-05,98009.46,99211.17,96230.64,96668.44,260.64686
2025-02-06,96677.48,99237.66,95769.99,96641.68,323.42668
2025-02-07,96641.91,100222.01,95694.83,96634.96,336.47558
2025-02-08,96629.36,97024.68,95892.71,96654.16,107.61946
2025-02-09,96654.33,97480.95,94836.51,96526.42,190.58412
2025-02-10,96538.82,98393.28,95335.2,97468.48,240.96618
2025-02-11,97474.16,98497.65,94904.48,95800.66,239.58866
2025-02-12,95819.19,98120.96,94118.2,97881.12,259.25513
2025-02-13,97876.5,98118.47,95315.35,96661.64,219.13539
2025-02-14,96658.68,98927.18,96361.98,97566.57,196.9954
2025-02-15,97566.56,98024.83,97283.89,97705.47,66.2268
2025-02-16,97693.55,97847.28,96141.0,96225.36,97.13906
2025-02-17,96186.76,97096.76,95285.89,95765.87,214.35153
2025-02-18,95765.89,96792.57,93431.51,95634.88,294.42847
2025-02-19,95637.72,96697.96,95041.82,96386.97,190.92773
2025-02-20,96403.97,98703.97,96143.08,98251.05,184.64588
2025-02-21,98236.32,99472.29,94833.9,96184.73,341.33224
2025-02-22,96186.05,96964.79,95788.15,96478.43,74.20249
2025-02-23,96472.98,96577.68,95111.05,96090.82,73.14782
2025-02-24,96096.82,96376.4,91390.78,91622.09,313.58248
2025-02-25,91592.45,93086.07,85984.07,88657.35,921.29104
2025-02-26,88647.04,89326.51,82081.72,84129.14,668.9226
2025-02-27,84117.46,87045.48,82648.39,84656.44,593.89857
2025-02-28,84660.69,85135.05,78173.64,84362.58,965.65087
