date,open,high,low,close,volume
2025-06-01,104785.81,106012.18,103960.66,105779.41,181.2492
2025-06-02,105801.5,106031.33,103768.94,105902.22,283.69572
2025-06-03,105924.83,106902.66,104916.03,105436.82,326.42776
2025-06-04,105456.25,106062.93,104261.81,104752.64,255.20779
2025-06-05,104760.62,106082.1,100424.43,101614.91,549.48048
2025-06-06,101610.26,105429.46,101204.54,104378.0,299.22901
2025-06-07,104400.96,105930.9,103983.1,105575.89,139.03143
2025-06-08,105581.78,106419.63,105048.08,105791.41,151.58185
2025-06-09,105780.03,110527.41,105341.17,110247.69,415.93861
2025-06-10,110233.22,110356.6,108325.32,110258.32,283.21783
2025-06-11,110242.38,110410.3,108063.67,108686.05,268.25984
2025-06-12,108692.91,108851.86,105820.85,105826.57,348.74851
2025-06-13,105790.76,106205.72,102854.49,106106.51,509.25937
2025-06-14,106104.85,106249.02,104369.11,105482.22,149.74631
2025-06-15,105497.24,106170.73,104560.69,105561.61,298.8554
2025-06-16,105574.92,108939.81,104973.65,106808.24,418.97814
2025-06-17,106782.07,107745.6,103400.85,104519.13,501.15904
2025-06-18,104538.68,105551.28,103465.36,104878.32,288.04373
2025-06-19,104887.22,105213.66,103912.55,104626.9,143.77363
2025-06-20,104626.22,106515.66,102445.23,103388.89,390.30687
2025-06-21,103388.9,104087.18,100979.37,102180.51,209.08262
2025-06-22,102206.03,103474.06,98385.45,100985.79,562.98415
2025-06-23,101015.89,106148.27,99680.29,105443.27,523.78085
2025-06-24,105445.59,106356.31,104709.02,106137.7,299.17802
2025-06-25,106171.83,108208.32,105878.66,107397.72,319.24901
2025-06-26,107401.44,108401.55,106635.96,106980.1,211.25305
2025-06-27,106998.13,107781.66,106441.36,107129.46,168.16192
2025-06-28,107139.6,107605.32,106915.86,107339.62,54.07619
2025-06-29,107339.77,108492.01,107209.24,108350.38,98.16638
2025-06-30,108362.55,108794.5,106748.93,107168.23,204.5869
