date,open,high,low,close,volume
2024-10-01,63362.04,64148.48,60209.92,60873.52,252.80421
2024-10-02,60844.87,62456.78,60029.6,60671.58,206.06119
2024-10-03,60660.16,61503.37,59907.71,60802.82,178.89311
2024-10-04,60804.46,62512.55,60501.93,62104.71,174.78687
2024-10-05,62145.78,62416.53,61701.67,62072.1,65.14229
2024-10-06,62074.93,62970.86,61821.96,62813.2,79.62189
2024-10-07,62818.75,64487.73,62175.99,62253.51,187.92277
2024-10-08,62251.99,63224.81,61902.22,62177.13,144.29262
2024-10-09,62148.61,62531.73,60317.37,60628.68,148.10875
2024-10-10,60627.12,61300.04,58927.12,60312.78,222.02072
2024-10-11,60313.96,63430.87,60063.91,62446.81,188.96326
2024-10-12,62457.84,63356.7,62353.96,63055.73,104.94049
2024-10-13,63055.73,63135.57,61787.18,62635.29,123.42138
2024-10-14,62621.84,66417.77,62270.14,65992.84,447.6792
2024-10-15,65996.97,67881.99,64779.68,67000.19,313.47878
2024-10-16,67005.16,68379.92,66693.21,67519.41,250.47158
2024-10-17,67523.84,67846.56,66593.74,67302.45,244.13838
2024-10-18,67296.61,68972.06,67082.94,68398.05,232.38026
2024-10-19,68401.91,68646.7,67955.86,68278.68,81.56473
2024-10-20,68287.6,69119.84,67906.26,68773.8,149.6121
2024-10-21,68774.84,69397.85,66746.3,67306.54,277.42392
2024-10-22,67319.7,67782.07,66525.16,67385.38,199.45962
2024-10-23,67376.99,67407.33,65234.17,66649.34,234.85938
2024-10-24,66645.05,68788.87,66489.61,68167.03,191.78438
2024-10-25,68227.15,68759.75,65660.31,66816.23,265.37391
2024-10-26,66809.59,67504.94,66499.58,67154.28,114.75594
2024-10-27,67156.86,68276.6,66986.0,67974.58,79.25518
2024-10-28,67981.87,70091.38,67562.59,69761.85,293.16096
2024-10-29,69760.33,73512.01,69581.4,72628.24,638.48162
2024-10-30,72642.47,72959.73,71430.17,72361.59,290.98959
2024-10-31,72358.08,72656.47,69719.53,70307.19,286.49971
