date,open,high,low,close,volume
2024-04-01,71367.87,71386.11,68088.76,69742.52,269.47002
2024-04-02,69698.43,69708.15,64589.76,65591.71,683.69876
2024-04-03,65610.09,67026.4,64618.68,66056.65,391.59381
2024-04-04,66079.03,69384.41,65171.84,68573.06,378.06087
2024-04-05,68594.75,68847.85,66028.43,67921.17,336.51584
2024-04-06,67926.89,69770.84,67560.34,68978.86,110.25852
2024-04-07,68991.6,70400.14,68902.73,69420.17,185.79112
2024-04-08,69414.39,72576.39,69087.92,71316.56,330.68556
2024-04-09,71327.77,71430.75,68260.97,69216.48,368.38635
2024-04-10,69198.71,70901.16,67192.88,70306.15,295.60161
2024-04-11,70303.23,71135.44,69499.32,70010.17,273.94966
2024-04-12,70002.08,71127.72,65133.32,67427.86,447.71112
2024-04-13,67422.47,68449.81,61596.92,64881.43,847.83843
2024-04-14,64907.85,66315.88,62685.63,66011.22,742.47484
2024-04-15,66014.86,67086.61,62385.61,63452.72,508.53495
2024-04-16,63484.43,64427.45,61704.59,63884.89,480.32757
2024-04-17,63882.55,64565.78,59771.14,61352.21,426.60101
2024-04-18,61354.03,64266.8,60876.5,63574.18,285.53089
2024-04-19,63569.99,65587.92,59686.31,63920.08,454.35352
2024-04-20,63920.27,65627.94,63209.92,65161.79,111.58932
2024-04-21,65160.62,65890.16,64346.96,65066.62,112.24805
2024-04-22,65066.76,67300.3,64593.44,66879.43,250.57125
2024-04-23,66877.98,67250.71,65874.06,66498.09,211.6613
2024-04-24,66490.09,67122.23,63623.39,64332.51,293.66202
2024-04-25,64338.51,65318.35,62843.9,64561.98,306.72548
2024-04-26,64550.87,64828.42,63358.75,63778.86,198.60148
2024-04-27,63814.43,63961.0,62463.83,63545.36,111.66024
2024-04-28,63559.34,64467.37,62814.33,63165.59,79.57772
2024-04-29,63186.65,64223.48,61805.91,63876.1,230.85738
2024-04-30,63889.7,64724.63,58913.82,60674.53,426.37436
