date,open,high,low,close,volume
2024-01-01,42409.76,44292.85,42332.33,44269.58,187.75262
2024-01-02,44277.43,45941.3,44241.37,45016.87,458.23221
2024-01-03,45044.76,45557.03,41498.66,43028.33,675.63593
2024-01-04,43026.89,44860.96,42791.49,44263.69,560.91742
2024-01-05,44273.91,44438.76,42677.97,44264.01,517.90345
2024-01-06,44295.45,44361.13,43599.2,44124.89,182.8829
2024-01-07,44122.56,44707.54,43746.4,44055.41,212.10749
2024-01-08,44060.63,47353.04,43271.77,47018.88,645.57597
2024-01-09,47023.69,48033.38,45016.36,46193.03,614.80628
2024-01-10,46192.23,47773.38,44390.17,46715.83,801.18226
2024-01-11,46742.44,49022.57,45694.96,46422.16,586.93271
2024-01-12,46421.01,46576.32,41659.38,42906.64,530.39979
2024-01-13,42919.48,43455.78,42569.73,42996.2,180.35107
2024-01-14,43006.06,43254.78,41782.82,41792.51,178.19547
2024-01-15,41792.89,43402.43,41768.33,42526.01,380.19673
2024-01-16,42534.91,43600.14,42108.82,43187.86,320.17317
2024-01-17,43179.34,43233.01,42221.84,42795.42,302.25093
2024-01-18,42792.67,42923.24,40654.06,41334.22,483.7911
2024-01-19,41341.55,42182.52,40288.64,41685.85,440.24899
2024-01-20,41690.53,41978.88,41444.71,41740.42,179.85454
2024-01-21,41751.7,41936.46,41526.98,41606.69,103.41474
2024-01-22,41613.59,41701.09,39442.45,39573.68,537.3898
2024-01-23,39566.12,40181.21,38542.17,39938.68,550.41447
2024-01-24,39938.28,40567.06,39515.43,40088.87,505.53893
2024-01-25,40082.61,40313.21,39558.56,39981.95,313.52039
2024-01-26,39975.84,42249.2,39850.77,41853.4,473.88296
2024-01-27,41858.45,42299.45,41425.16,42231.48,110.04092
2024-01-28,42231.49,42896.59,41654.93,42061.92,238.93601
2024-01-29,42053.21,43342.8,41834.91,43331.44,330.28956
2024-01-30,43330.64,43895.58,42727.86,42979.28,342.99577
2024-01-31,42982.73,43762.18,42303.46,42581.86,521.86661
