date,open,high,low,close,volume
2024-12-01,96259.38,97537.77,95644.4,97026.18,212.55481
2024-12-02,97039.32,97915.27,94404.24,95815.67,439.84402
2024-12-03,95812.04,96306.74,93673.45,95750.94,399.11743
2024-12-04,95763.88,98889.99,94614.2,98581.58,487.15628
2024-12-05,98554.02,103627.89,92279.78,97094.16,1246.59792
2024-12-06,97082.83,101911.55,96461.98,99695.25,474.1203
2024-12-07,99681.66,100349.14,98814.84,99728.31,162.85439
2024-12-08,99728.31,101282.76,98587.58,101043.67,177.88736
2024-12-09,101033.21,101133.56,94185.59,97434.39,505.07253
2024-12-10,97386.18,98416.68,94313.22,96912.13,611.86037
2024-12-11,96914.13,101498.58,95817.67,100900.57,486.39733
2024-12-12,100906.66,102536.16,99244.23,99923.68,354.2759
2024-12-13,99905.61,101860.57,99100.86,101394.34,261.30224
2024-12-14,101383.62,102456.92,100503.71,101261.05,142.20265
2024-12-15,101261.05,104844.89,101079.99,104181.49,296.27862
2024-12-16,104197.7,107464.91,103278.02,105746.04,582.497973
2024-12-17,105769.01,108230.85,105263.71,106142.79,345.99888
2024-12-18,106144.05,106477.98,99980.83,100195.8,508.08306
2024-12-19,100196.35,102792.92,95639.28,97703.97,633.45894
2024-12-20,97733.19,98167.73,92072.51,98124.17,727.79419
2024-12-21,98120.5,99942.05,96484.97,97505.18,269.89085
2024-12-22,97506.08,97664.75,94358.06,95310.76,217.59933
2024-12-23,95317.23,96530.25,92469.55,94827.12,320.82431
2024-12-24,94829.61,99431.34,93478.58,98687.21,278.01753
2024-12-25,98672.55,99618.3,97693.81,99409.19,172.29827
2024-12-26,99402.81,99913.13,95037.25,95691.66,251.79386
2024-12-27,95693.61,97463.23,93438.7,94241.46,266.21902
2024-12-28,94214.63,95469.83,94065.93,95077.77,101.69496
2024-12-29,95077.73,95118.73,92740.85,93477.25,198.46456
2024-12-30,93457.72,94865.49,91279.18,92624.17,331.73894
2024-12-31,92623.42,96159.57,91844.74,93383.06,330.69048
