date,open,high,low,close,volume
2024-08-01,64662.36,65623.79,62311.68,65312.69,276.77132
2024-08-02,65318.8,65563.06,61315.51,61786.38,309.05118
2024-08-03,61775.29,62468.24,60129.11,60992.21,228.21683
2024-08-04,61000.55,61295.41,57425.73,58301.5,245.0205
2024-08-05,58315.08,58488.22,49351.27,54274.19,1660.36257
2024-08-06,54278.19,57196.57,54203.87,56172.64,551.12396
2024-08-07,56160.72,57833.14,54631.03,55144.05,361.46425
2024-08-08,55178.97,62802.36,54795.43,61763.25,310.90264
2024-08-09,61748.08,61791.32,59607.13,60932.81,167.26152
2024-08-10,60930.77,61531.0,60340.81,61049.28,72.55735
2024-08-11,61070.46,61970.86,58395.93,58775.97,176.14714
2024-08-12,58784.38,60750.91,57719.62,59410.59,217.13333
2024-08-13,59403.26,61622.35,58482.49,60658.15,165.2679
2024-08-14,60680.21,61857.77,58489.16,58750.79,244.0925
2024-08-15,58741.02,59855.05,56170.56,57583.82,276.20295
2024-08-16,57597.23,59881.3,57161.45,58916.33,153.83062
2024-08-17,58923.41,59824.55,58864.73,59623.06,39.97505
2024-08-18,59635.41,60388.05,58490.67,58492.4,69.11815
2024-08-19,58507.61,59669.45,57879.68,59501.92,136.41058
2024-08-20,59504.63,61401.18,58632.21,59066.84,240.9902
2024-08-21,59060.06,61804.29,58840.62,61130.13,226.43805
2024-08-22,61130.02,61475.6,59711.36,60422.32,132.24859
2024-08-23,60427.29,65054.83,60395.35,64032.1,279.469
2024-08-24,64034.85,64477.31,63527.66,64096.98,99.18892
2024-08-25,64101.46,64949.23,63319.59,64085.77,137.14654
2024-08-26,64086.34,64362.39,62858.32,62898.2,139.60021
2024-08-27,62865.26,63261.05,58143.65,59509.52,234.16327
2024-08-28,59504.61,60323.97,57922.86,59085.51,240.56742
2024-08-29,59096.74,61230.4,58777.88,59436.06,174.46428
2024-08-30,59404.34,59964.97,57733.78,59163.26,151.319
2024-08-31,59179.25,59492.02,58731.42,58946.17,41.40304
