date,open,high,low,close,volume
2024-02-01,42571.48,43299.59,41855.19,43111.82,396.28664
2024-02-02,43115.46,43480.55,42351.03,43164.09,272.25016
2024-02-03,43159.28,43340.45,42855.57,43014.56,84.7731
2024-02-04,43024.5,43130.25,42274.06,42623.1,126.64002
2024-02-05,42608.68,43546.22,42279.78,42678.45,292.91185
2024-02-06,42685.21,43374.2,42547.07,43066.96,202.03452
2024-02-07,43084.94,44414.61,42764.46,44318.74,299.24217
2024-02-08,44330.08,45621.31,44314.01,45328.75,265.64675
2024-02-09,45330.59,48176.08,45270.31,47103.48,544.72698
2024-02-10,47103.4,48045.04,46776.39,47662.7,279.56528
2024-02-11,47664.36,48357.72,47442.32,48162.32,271.36221
2024-02-12,48176.13,50320.27,47582.14,49842.57,412.78447
2024-02-13,49844.89,50304.2,48299.48,49710.45,384.74697
2024-02-14,49716.7,52067.57,49258.1,51890.11,431.24663
2024-02-15,51892.52,52868.25,51384.64,51946.78,389.6593
2024-02-16,51942.18,52637.25,51608.62,52181.22,275.99902
2024-02-17,52181.22,52218.81,50588.16,51696.61,186.57298
2024-02-18,51696.61,52403.08,51212.88,52177.55,149.84993
2024-02-19,52181.67,52509.23,51694.09,51812.01,168.13143
2024-02-20,51817.57,53026.06,50815.93,52284.83,351.35612
2024-02-21,52278.85,52399.27,50682.73,51899.13,238.66122
2024-02-22,51897.2,52107.78,50960.33,51320.42,229.44529
2024-02-23,51325.69,51571.22,50557.4,50762.59,247.72024
2024-02-24,50777.64,51698.47,50606.52,51539.58,179.86073
2024-02-25,51539.58,51930.24,51271.33,51693.27,99.98363
2024-02-26,51696.9,54896.93,50943.77,54462.79,416.21988
2024-02-27,54466.8,57607.28,54425.56,57041.98,573.87567
2024-02-28,57037.29,64005.75,56708.79,62396.64,1314.51976
2024-02-29,62395.01,63461.17,60045.51,60804.82,627.86585
