date,open,high,low,close,volume
2024-07-01,62758.55,63850.38,62493.76,62892.98,150.98429
2024-07-02,62884.21,63247.52,61802.55,62106.92,143.4791
2024-07-03,62110.31,62261.5,59317.5,60210.39,224.12537
2024-07-04,60216.53,60493.1,56782.21,57097.0,347.44059
2024-07-05,57081.23,57561.65,53591.25,56742.69,608.72542
2024-07-06,56728.83,58540.48,56128.46,58309.37,178.3444
2024-07-07,58303.16,58515.39,55783.95,55909.63,136.92292
2024-07-08,55905.84,58282.33,54339.03,56762.41,278.69423
2024-07-09,56749.55,58309.59,56312.67,58081.73,192.63069
2024-07-10,58092.23,59473.54,57224.69,57826.55,193.41445
2024-07-11,57760.86,59683.78,57074.06,57386.08,205.43089
2024-07-12,57392.69,58611.06,56616.1,57952.7,156.68357
2024-07-13,57991.27,59559.84,57580.51,58944.47,155.99852
2024-07-14,58947.24,61451.98,58442.34,60750.08,149.08153
2024-07-15,60793.81,64952.68,60645.01,64776.75,245.81527
2024-07-16,64764.3,65425.73,62388.84,65126.61,236.16203
2024-07-17,65124.2,66135.55,63938.04,64156.91,210.46354
2024-07-18,64181.39,65193.54,63260.33,64027.6,125.68418
2024-07-19,64001.35,67382.03,63322.12,66652.18,192.9345
2024-07-20,66632.31,67539.83,66163.79,67087.33,75.32092
2024-07-21,67104.97,68105.23,65730.8,67654.09,191.42082
2024-07-22,67694.1,68295.36,66610.14,67597.72,128.78463
2024-07-23,67546.11,67776.24,65369.04,65894.85,183.8598
2024-07-24,65893.31,67116.8,65139.99,65397.69,116.81591
2024-07-25,65396.42,66192.2,63486.08,65845.7,135.14398
2024-07-26,65883.77,68223.21,65778.87,67899.89,156.32043
2024-07-27,67913.17,69332.7,66610.19,67833.97,188.83103
2024-07-28,67833.95,68275.44,66991.67,68254.47,70.73056
2024-07-29,68173.74,69911.6,66431.06,66810.13,315.3365
2024-07-30,66786.33,67042.51,65344.65,66252.72,148.79982
2024-07-31,66237.28,66851.83,64557.58,64671.33,149.10422
