date,open,high,low,close,volume
2024-06-01,67530.63,67836.56,67420.12,67717.15,31.38876
2024-06-02,67705.75,68383.34,67240.08,67791.69,52.80462
2024-06-03,67773.19,70212.85,67629.7,68845.26,150.44922
2024-06-04,68869.51,70985.22,68582.99,70453.5,195.50365
2024-06-05,70431.04,71658.84,70308.72,70978.3,167.76325
2024-06-06,70979.75,71658.82,70136.57,70822.52,169.27508
2024-06-07,70811.58,71906.17,68493.72,69429.97,264.26589
2024-06-08,69429.96,69687.75,69289.41,69388.73,56.13022
2024-06-09,69411.59,69990.9,69228.0,69680.65,49.70299
2024-06-10,69691.84,70227.34,69181.4,69570.04,101.80254
2024-06-11,69557.45,69591.71,66067.73,67376.38,293.32652
2024-06-12,67364.14,70084.41,66982.92,68295.27,231.55401
2024-06-13,68308.31,68563.29,66336.08,66783.01,155.7383
2024-06-14,66824.53,67396.9,65098.61,66109.19,164.22005
2024-06-15,66107.01,66473.08,65885.67,66244.12,51.82294
2024-06-16,66228.92,66950.4,66064.03,66614.34,37.00128
2024-06-17,66615.26,67320.37,65121.28,66542.58,155.36903
2024-06-18,66537.15,66616.16,64144.03,65198.93,240.98641
2024-06-19,65212.63,65753.49,64733.96,65019.67,134.69646
2024-06-20,65009.99,66509.44,64557.25,64861.46,208.24581
2024-06-21,64865.31,65057.56,63406.08,64162.89,142.11784
2024-06-22,64171.71,64560.43,63975.0,64252.95,33.12221
2024-06-23,64257.25,64519.5,63085.16,63160.84,66.75165
2024-06-24,63106.62,63316.56,58474.66,60330.26,294.11855
2024-06-25,60325.73,62454.01,60286.66,61850.17,210.06041
2024-06-26,61843.24,62516.51,60706.1,60856.36,118.88831
2024-06-27,60843.19,62396.05,60598.65,61692.82,139.65901
2024-06-28,61691.66,62164.23,60025.05,60412.52,172.35586
2024-06-29,60411.74,61220.63,59982.72,60987.42,63.63691
2024-06-30,60987.42,63008.54,60698.13,62741.62,88.01305
