date,open,high,low,close,volume
2023-07-01,30465.24,30733.58,30310.29,30635.87,354.09066
2023-07-02,30638.04,30814.0,30183.2,30631.09,501.34492
2023-07-03,30631.03,31431.07,30600.8,31227.1,921.39664
2023-07-04,31222.62,31390.55,30710.15,30865.35,752.73462
2023-07-05,30875.01,30945.04,30279.93,30565.42,763.55827
2023-07-06,30563.82,31503.86,29958.23,29981.5,1580.74667
2023-07-07,29971.24,30553.77,29805.92,30441.38,1018.87781
2023-07-08,30441.17,30481.17,30129.07,30396.92,301.71748
2023-07-09,30394.82,30562.79,30189.8,30287.05,306.63337
2023-07-10,30291.64,31094.46,30063.33,30469.39,975.32409
2023-07-11,30465.04,30882.68,30349.34,30713.65,784.88976
2023-07-12,30715.21,31135.39,30315.42,30487.45,971.55944
2023-07-13,30483.8,31875.47,30359.05,31534.5,1540.3523
2023-07-14,31535.79,31699.52,30015.5,30408.13,1172.60452
2023-07-15,30408.12,30518.28,30337.16,30462.94,294.25322
2023-07-16,30462.88,30597.8,30214.38,30381.17,461.31876
2023-07-17,30379.85,30457.04,29786.53,30256.34,1052.68358
2023-07-18,30254.53,30357.95,29617.43,29956.17,1075.52596
2023-07-19,29958.22,30261.38,29850.03,30012.35,851.73495
2023-07-20,30010.78,30522.25,29668.61,29895.68,843.38915
2023-07-21,29884.13,30154.71,29805.82,30005.64,570.57836
2023-07-22,30006.75,30102.87,29736.9,29899.41,265.15719
2023-07-23,29905.1,30481.13,29840.31,30189.69,449.27201
2023-07-24,30186.09,30210.0,28981.95,29297.2,1065.92592
2023-07-25,29298.36,29473.05,29163.5,29328.33,657.6222
2023-07-26,29329.94,29792.47,29194.32,29457.4,866.9838
2023-07-27,29458.22,29705.38,29191.64,29326.19,470.75714
2023-07-28,29328.96,29639.6,29211.15,29426.45,477.92058
2023-07-29,29425.96,29519.4,29376.2,29494.06,177.39641
2023-07-30,29494.07,29596.73,29194.18,29414.74,316.99922
2023-07-31,29413.26,29643.94,29220.29,29336.82,579.3476
