date,open,high,low,close,volume
2023-02-01,23132.97,23816.35,22773.48,23740.05,3628.66867
2023-02-02,23739.45,24247.28,23397.87,23498.6,4574.3957
2023-02-03,23498.82,23721.19,23218.99,23424.66,2639.13255
2023-02-04,23429.03,23571.94,23258.42,23315.84,1035.98851
2023-02-05,23312.79,23413.04,22767.33,22955.38,1645.17302
2023-02-06,22953.44,23170.95,22651.13,22777.14,2165.38151
2023-02-07,22779.48,23345.46,22757.24,23257.33,2366.56202
2023-02-08,23255.49,23436.07,22686.42,22965.23,2120.23931
2023-02-09,22963.06,23012.82,21696.47,21812.5,2855.55881
2023-02-10,21818.29,21949.32,21462.79,21639.09,2086.45328
2023-02-11,21639.07,21893.7,21611.23,21847.41,732.72502
2023-02-12,21851.81,22092.14,21638.95,21792.89,1171.77258
2023-02-13,21793.12,21900.33,21368.5,21793.61,2003.1752
2023-02-14,21799.03,22370.77,21585.07,22204.4,2919.43634
2023-02-15,22199.68,24357.87,22057.18,24305.55,4753.55492
2023-02-16,24301.85,25252.3,23506.05,23519.12,5623.18215
2023-02-17,23515.73,25049.82,23344.61,24608.22,4845.79932
2023-02-18,24606.54,24878.17,24445.24,24643.42,1195.72637
2023-02-19,24643.42,25180.71,24214.01,24292.26,2238.89825
2023-02-20,24289.34,25116.09,23864.61,24847.39,3129.31475
2023-02-21,24850.85,25246.48,24221.71,24470.6,3097.51041
2023-02-22,24462.19,24496.17,23583.49,24198.7,2939.82574
2023-02-23,24196.87,24597.56,23635.64,23946.97,2838.27676
2023-02-24,23954.67,24140.12,22897.22,23215.12,3163.40102
2023-02-25,23221.69,23249.22,22774.39,23191.82,1094.59857
2023-02-26,23191.81,23716.53,23094.53,23584.45,1358.74095
2023-02-27,23587.23,23985.5,23253.51,23629.19,2535.22519
2023-02-28,23631.88,23798.85,23295.35,23397.14,2264.71466
