date,open,high,low,close,volume
2023-09-01,26029.21,26257.68,25449.11,25881.97,529.07281
2023-09-02,25886.41,26047.16,25825.64,25935.25,192.36201
2023-09-03,25934.51,26179.12,25834.88,26050.18,191.45055
2023-09-04,26050.61,26185.79,25658.85,25851.16,420.95576
2023-09-05,25852.82,25914.76,25606.03,25827.99,437.12158
2023-09-06,25826.3,26042.09,25410.32,25793.15,422.93025
2023-09-07,25792.91,26449.5,25639.41,26274.6,544.95174
2023-09-08,26277.55,26476.08,25692.69,25954.94,480.64447
2023-09-09,25954.43,25979.81,25838.1,25943.73,135.45969
2023-09-10,25945.05,26092.01,25633.97,25880.12,279.81322
2023-09-11,25883.97,25941.41,24962.49,25221.55,1031.06646
2023-09-12,25220.46,26579.0,25179.71,25863.35,1102.67202
2023-09-13,25871.5,26443.34,25812.23,26266.98,508.69498
2023-09-14,26265.08,26873.05,26174.78,26549.27,549.37223
2023-09-15,26555.04,26917.48,26256.33,26639.26,329.35257
2023-09-16,26639.09,26805.78,26463.64,26564.18,170.43737
2023-09-17,26563.89,26617.55,26366.15,26533.43,139.54101
2023-09-18,26537.46,27439.86,26399.83,26800.23,618.44437
2023-09-19,26801.27,27512.18,26688.07,27245.26,568.34945
2023-09-20,27256.01,27431.19,26796.0,27149.69,541.38104
2023-09-21,27149.56,27178.63,26398.8,26591.02,478.95756
2023-09-22,26589.46,26741.44,26499.3,26618.05,410.84837
2023-09-23,26618.05,26668.54,26550.94,26615.34,134.95916
2023-09-24,26614.3,26771.34,26160.05,26275.83,257.63396
2023-09-25,26271.06,26461.56,26002.92,26312.59,522.43852
2023-09-26,26311.6,26416.98,26091.31,26221.14,384.40801
2023-09-27,26223.22,26837.63,26095.86,26366.45,615.20974
2023-09-28,26375.28,27312.72,26332.24,27043.9,548.43945
2023-09-29,27049.07,27253.79,26674.6,26924.06,422.83215
2023-09-30,26925.23,27111.65,26899.19,26992.77,126.76103
