date,open,high,low,close,volume
2023-12-01,37755.83,39002.62,37656.02,38721.19,327.86248
2023-12-02,38719.77,39753.39,38675.6,39498.87,184.0435
2023-12-03,39496.92,40283.01,39311.57,39985.86,187.28613
2023-12-04,39987.21,42441.1,39983.29,42030.65,669.12221
2023-12-05,42031.89,44530.57,41386.43,44110.11,627.03088
2023-12-06,44129.69,44327.96,43423.8,43792.52,491.18032
2023-12-07,43807.56,44080.41,42832.71,43322.21,433.569
2023-12-08,43329.85,44747.01,40280.25,44237.47,457.76306
2023-12-09,44252.01,44439.65,43647.52,43786.46,130.79773
2023-12-10,43799.57,44108.84,43604.53,43831.67,127.38022
2023-12-11,43844.37,43847.55,40216.03,41288.0,555.23747
2023-12-12,41287.04,42128.88,40691.31,41512.06,359.82282
2023-12-13,41524.95,43557.13,40626.67,42956.27,400.46392
2023-12-14,42960.25,43431.63,41636.38,43040.38,317.01659
2023-12-15,43041.14,43106.8,41716.6,41958.22,236.7236
2023-12-16,41986.51,42670.17,41684.45,42210.7,142.51271
2023-12-17,42225.86,42304.69,41247.43,41362.0,209.59922
2023-12-18,41373.36,42737.3,40541.42,42642.44,289.23886
2023-12-19,42644.81,43406.99,41815.02,42269.1,266.41336
2023-12-20,42278.36,44267.59,42210.98,43688.22,320.5225
2023-12-21,43694.92,44277.62,43321.91,43891.28,462.78987
2023-12-22,43897.71,44442.08,43483.81,44070.06,296.79007
2023-12-23,44080.33,44096.13,43356.01,43982.75,167.7016
2023-12-24,43982.72,44228.21,42974.1,43403.44,150.40807
2023-12-25,43393.02,44088.51,43078.92,43746.17,138.34561
2023-12-26,43753.31,43763.41,41701.25,42581.84,293.25234
2023-12-27,42583.37,43734.22,42166.67,43480.75,308.24813
2023-12-28,43491.3,43884.68,42318.16,42661.6,231.30673
2023-12-29,42657.74,43199.73,41445.44,42199.49,513.3124
2023-12-30,42196.32,42744.81,41665.58,42307.28,147.17255
2023-12-31,42306.65,43001.71,42124.78,42408.19,156.29004
