date,open,high,low,close,volume
2023-01-01,16508.69,16575.34,16457.39,16557.33,706.36148
2023-01-02,16554.82,16737.49,16502.95,16641.47,1481.43946
2023-01-03,16634.81,16771.0,16586.71,16662.39,1452.26914
2023-01-04,16668.53,16990.18,16649.92,16850.93,1781.1385
2023-01-05,16844.1,16890.79,16749.79,16826.16,1271.4218
2023-01-06,16826.64,17031.22,16677.38,16946.08,1418.74607
2023-01-07,16946.09,16977.61,16908.08,16937.78,420.30997
2023-01-08,16936.69,17155.52,16904.3,17124.99,803.36468
2023-01-09,17129.17,17406.79,17092.54,17185.45,2437.73358
2023-01-10,17183.14,17500.26,17151.98,17453.62,1885.37526
2023-01-11,17452.64,17997.65,17323.19,17948.79,2290.91147
2023-01-12,17944.39,19119.64,17883.72,18853.25,5207.44326
2023-01-13,18852.92,20022.28,18711.85,19943.95,3854.72393
2023-01-14,19945.95,21229.0,19905.91,20945.33,5788.50253
2023-01-15,20943.17,21020.73,20535.37,20871.66,3091.42859
2023-01-16,20870.81,21464.55,20634.28,21198.71,4165.95024
2023-01-17,21197.33,21600.62,20862.89,21152.87,3476.33781
2023-01-18,21151.49,21648.41,20407.91,20678.68,4297.51331
2023-01-19,20678.93,21196.65,20659.93,21079.53,1981.78354
2023-01-20,21083.93,22770.13,20876.63,22683.44,4294.28176
2023-01-21,22683.31,23366.56,22437.07,22790.34,4353.96603
2023-01-22,22790.34,23073.18,22296.59,22702.0,2806.31327
2023-01-23,22703.67,23181.81,22523.54,22932.68,4248.08387
2023-01-24,22927.74,23174.7,22475.67,22658.58,3907.42272
2023-01-25,22651.96,23827.75,22342.54,23070.5,5156.4212
2023-01-26,23072.67,23278.19,22875.62,23019.12,4030.32493
2023-01-27,23026.42,23507.45,22559.82,23090.38,3758.38348
2023-01-28,23085.83,23201.66,22892.4,23033.33,1168.40209
2023-01-29,23027.28,23958.32,22973.83,23747.16,3634.06807
2023-01-30,23748.13,23803.31,22511.68,22841.94,3363.06727
2023-01-31,22846.65,23310.96,22738.51,23137.45,2215.17495
